n0 n1 0 0 0
n1 n0 0 0 0
n0 n2 0 0 0
n2 n0 0 0 0
n0 n3 0 0 0
n3 n0 0 0 0
n4 n0 0 0 0
n0 n4 0 0 0
"tree 0 end"
n0 n2 0 0 0
n2 n0 0 0 0
n0 n3 0 0 0
n3 n0 0 0 0
n1 n0 0 0 0
n0 n1 0 0 0
n1 n4 0 0 0
n4 n1 0 0 0
"tree 1 end"
n0 n1 0 0 0
n1 n0 0 0 0
n0 n3 0 0 0
n3 n0 0 0 0
n2 n0 0 0 0
n0 n2 0 0 0
n2 n4 0 0 0
n4 n2 0 0 0
"tree 2 end"
n0 n1 0 0 0
n1 n0 0 0 0
n0 n2 0 0 0
n2 n0 0 0 0
n3 n0 0 0 0
n0 n3 0 0 0
n3 n4 0 0 0
n4 n3 0 0 0
"tree 3 end"
n0 n1 0 0 0
n1 n0 0 0 0
n0 n2 0 0 0
n2 n0 0 0 0
n4 n0 0 0 0
n0 n4 0 0 0
n3 n4 0 0 0
n4 n3 0 0 0
"tree 4 end"
n0 n2 0 0 0
n2 n0 0 0 0
n1 n3 0 0 0
n3 n1 0 0 0
n0 n1 0 0 0
n1 n0 0 0 0
n4 n0 0 0 0
n0 n4 0 0 0
"tree 5 end"
n0 n2 0 0 0
n2 n0 0 0 0
n1 n0 0 0 0
n0 n1 0 0 0
n1 n3 0 0 0
n3 n1 0 0 0
n1 n4 0 0 0
n4 n1 0 0 0
"tree 6 end"
n0 n3 0 0 0
n3 n0 0 0 0
n1 n0 0 0 0
n0 n1 0 0 0
n2 n1 0 0 0
n1 n2 0 0 0
n2 n4 0 0 0
n4 n2 0 0 0
"tree 7 end"
n0 n2 0 0 0
n2 n0 0 0 0
n1 n0 0 0 0
n0 n1 0 0 0
n3 n1 0 0 0
n1 n3 0 0 0
n3 n4 0 0 0
n4 n3 0 0 0
"tree 8 end"
n0 n2 0 0 0
n2 n0 0 0 0
n1 n0 0 0 0
n0 n1 0 0 0
n4 n1 0 0 0
n1 n4 0 0 0
n3 n4 0 0 0
n4 n3 0 0 0
"tree 9 end"
n0 n1 0 0 0
n1 n0 0 0 0
n2 n3 0 0 0
n3 n2 0 0 0
n0 n2 0 0 0
n2 n0 0 0 0
n4 n0 0 0 0
n0 n4 0 0 0
"tree 10 end"
n0 n3 0 0 0
n3 n0 0 0 0
n2 n0 0 0 0
n0 n2 0 0 0
n1 n2 0 0 0
n2 n1 0 0 0
n1 n4 0 0 0
n4 n1 0 0 0
"tree 11 end"
n0 n1 0 0 0
n1 n0 0 0 0
n2 n0 0 0 0
n0 n2 0 0 0
n2 n3 0 0 0
n3 n2 0 0 0
n2 n4 0 0 0
n4 n2 0 0 0
"tree 12 end"
n0 n1 0 0 0
n1 n0 0 0 0
n2 n0 0 0 0
n0 n2 0 0 0
n3 n2 0 0 0
n2 n3 0 0 0
n3 n4 0 0 0
n4 n3 0 0 0
"tree 13 end"
n0 n1 0 0 0
n1 n0 0 0 0
n2 n0 0 0 0
n0 n2 0 0 0
n4 n2 0 0 0
n2 n4 0 0 0
n3 n4 0 0 0
n4 n3 0 0 0
"tree 14 end"
n0 n1 0 0 0
n1 n0 0 0 0
n3 n2 0 0 0
n2 n3 0 0 0
n0 n3 0 0 0
n3 n0 0 0 0
n4 n0 0 0 0
n0 n4 0 0 0
"tree 15 end"
n0 n2 0 0 0
n2 n0 0 0 0
n3 n0 0 0 0
n0 n3 0 0 0
n1 n3 0 0 0
n3 n1 0 0 0
n1 n4 0 0 0
n4 n1 0 0 0
"tree 16 end"
n0 n1 0 0 0
n1 n0 0 0 0
n3 n0 0 0 0
n0 n3 0 0 0
n2 n3 0 0 0
n3 n2 0 0 0
n2 n4 0 0 0
n4 n2 0 0 0
"tree 17 end"
n0 n1 0 0 0
n1 n0 0 0 0
n3 n0 0 0 0
n0 n3 0 0 0
n3 n2 0 0 0
n2 n3 0 0 0
n3 n4 0 0 0
n4 n3 0 0 0
